,Number,Title,Overview,Genres
5626,5627,Road Trip,director hangover trilogy joker road trip raunchy college comedy classic ithaca college student film one night stand beautiful sorority girl discover one friends accidentally mail homemade porn tape girlfriend frenzy must borrow car hit road desperate bid intercept tape feature talented cast include breckin meyer rachel blanchard seann william scott amy smart fred ward tom green anthony rapp andy dick ethan suplee,Comedy
5627,5628,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,contest make fifth hokage call jonin vs genin point collect crystals point higher rank chunin jonin hold crystals worth point genin blue crystals chunin jonin red crystals,Animation
5628,5629,Flatliners,five medical students hop understand mystery lie beyond life embark dangerous experiment hearts stop short period time near death experience,Drama
5629,5630,Children of the Corn II: The Final Sacrifice,arrive gatlin nebraska news reporter son get wind story youth town murder parent find series brutal murder reveal worshipers corn stalk try stop carry plan,Horror
5630,5631,Pay the Ghost,one year young son disappear halloween carnival mike cole haunt eerie image terrify message explain together estrange wife stop nothing unravel mystery find son unearth legend refuse remain bury past,Horror
5631,5632,Sacrifice,isaac pregnant wife visit remote norwegian village claim unexpected inheritance couple find catch nightmare encounter sinister cult worship sea dwell deity,Horror
5632,5633,How High,multi platinum rap superstars redman method man star jamal silas two regular guy smoke something magical ace college entrance exams wind harvard ivy league ways strange silas jamal take stride supply supernatural smoke run dry start live wits rely natural resources make grade,Comedy
5633,5634,Pinocchio,world love fairy tale back whole new fantastic imagine pinocchio piece pine wood fall hand poor old toy maker geppetto carve puppet name pinocchio geppetto delight pinocchio come life like little boys full reckless whims wild ideas crazy escapades lead series madcap adventure join circus visit inside whale along journey throughout fun pinocchio learn considerate courageous learn take become real boy,Animation
5634,5635,Ronin,briefcase undisclosed content seek irish terrorists russian mob make way criminals hand irish liaison assemble squad mercenaries ronin give thorny task recover case,Drama
5635,5636,Iron Man: Rise of Technovore,iron man enlist help ruthless vigilante punisher track war machine murderer pursue agents black widow hawkeye suspect involvement recent terrorist plot,Science Fiction
5636,5637,Behind Enemy Lines,fly routine reconnaissance mission bosnia fighter pilot chris burnett photograph something suppose see get shoot behind enemy line must outrun army lead ruthless serbian general time run deadly tracker trail burnett command officer decide risk career launch renegade rescue mission save life,Action
5637,5638,The Prodigy,mother concern young son disturb behavior think something supernatural may affect,Horror
5638,5639,Children of the Sea,ruka young girl whose parent separate whose father work aquarium two boys umi sora raise sea dugongs bring aquarium ruka feel draw begin realize sort supernatural connection ocean umi sora special power seem connect strange events occur frequently appearance sea creatures far home territory disappearance aquarium animals around world however exact nature boys power abnormal events unknown ruka get draw investigate mystery surround new friends,Animation
5639,5640,Operation Condor,hire spanish baron hong kong treasure hunter jackie asian hawk entourage seek wwii nazi gold bury sahara desert,Documentary
5640,5641,The Squad,air thick tension military squad proceed foot mountain base order wait backup hold position mountain shroud fog men exhaust fight guerrillas enemy turf time wear stress anxiety battle men want wait want charge hill fear comrades base overrun guerrillas squad leader try futilely keep men line deal insolent second command,Action
5641,5642,The Awakening,england overwhelm loss grief world war hoax exposer florence cathcart hall visit board school explain sight child ghost,Horror
5642,5643,"No Retreat, No Surrender",young jason stillwell move parent seattle local bully harass without mercy jason father tom believe violence family take chin one day jason enroll martial arts class quietly rise rank major contender mettle test international match ivan russian champion,Action
5643,5644,Journey to the West: The Demons Strike Back,tang monk bring three disciples journey west outside everything seem harmonious however tension present beneath surface hearts mind agreement series demon capture events monk disciples gain mutual understand others hardships unease finally resolve inner conflict work together become conquer demon exorcise team,Adventure
5644,5645,The Great Dictator,dictator adenoid hynkel try expand empire poor jewish barber try avoid persecution hynkel regime,Comedy
5645,5646,Circle,massive mysterious chamber fifty strangers awaken find trap memory get organize inward face circle unable move quickly learn every two minutes one must die execute strange device center room,Action
5646,5647,The Cable Guy,recently single steven move new apartment cable guy chip come hook let go initially chip overzealous desire steven pal steven try end friendship chip show dark side begin stalk steven leave fend one else believe chip capable behaviour,Comedy
