Number,Genres,Overview,Title,,,,,,,,,,,,
2206,Drama,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.",The Other Boleyn Girl,,,,,,,,,,,,
2207,Action,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm.",Hot Shots! Part Deux,,,,,,,,,,,,
2208,Thriller,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,The Domestics,,,,,,,,,,,,
2209,Science Fiction,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",Austin Powers: International Man of Mystery,,,,,,,,,,,,
2210,Comedy,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,Office Space,,,,,,,,,,,,
2211,Horror,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,Mirrors,,,,,,,,,,,,
2212,Drama,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",The Bridge on the River Kwai,,,,,,,,,,,,
2213,Horror,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",Braindead,,,,,,,,,,,,
2214,Science Fiction,"On a lonely mission to Alpha Centauri, Milutin is teamed up with Nimani 1345, a female cyborg designed to fulfill his every need. At first thrilled to be able to control her, Sebastian grows tired of having his desires fulfilled so easily. Longing for human intimacy, Sebastian alters Nimani's programmed responses, but in doing so he risks the mission's security ??and his own life.",A.I. Rising,,,,,,,,,,,,
2215,Drama,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,Michael Clayton,,,,,,,,,,,,
2216,Drama,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",Kiss the Girls,,,,,,,,,,,,
2217,Comedy,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",National Lampoon's Vacation,,,,,,,,,,,,
2218,Comedy,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",I Am Not an Easy Man,,,,,,,,,,,,
2219,Adventure,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",Hunt for the Wilderpeople,,,,,,,,,,,,
2220,Drama,"A writer returns home to his estate after service in World War I. He has developed a very bad case of depression due to a war wound concerning his genitalia. He contemplates suicide, but recovers after becoming interested in his caretaker's 12 year-old war orphan niece, who now lives in the manor.",Little Lips,,,,,,,,,,,,
2221,Action,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig?”working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",From Paris with Love,,,,,,,,,,,,
2222,Science Fiction,"Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens.",They Live,,,,,,,,,,,,
2223,Action,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",Cold War,,,,,,,,,,,,
2224,Comedy,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",Small Soldiers,,,,,,,,,,,,
2225,Drama,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",Breakdown,,,,,,,,,,,,
2226,Drama,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",Antichrist,,,,,,,,,,,,
2227,Crime,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",Big Momma's House,,,,,,,,,,,,
2228,Horror,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",The Birds,,,,,,,,,,,,
2229,Action,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",Dragon Ball Z: Bojack Unbound,,,,,,,,,,,,
2230,Comedy,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",The Wedding Ringer,,,,,,,,,,,,
2231,Drama,Spans the period from 1958 to the present day and tells the story of an unconditional love between a mother and her daughter which is endangered by an unsteady and manipulative father.,An Impossible Love,,,,,,,,,,,,
2232,Comedy,"Remember that really cute girl/guy who said they'd call ??and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",He's Just Not That Into You,,,,,,,,,,,,
2233,Drama,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",Concussion,,,,,,,,,,,,
2234,Action,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",Dragon Ball Z: Cooler's Revenge,,,,,,,,,,,,
